question_id,video,title,link,total Accepted,total Submitted,difficulty,isPaid
671,False,Second Minimum Node In a Binary Tree,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree,98392,229836,1,False
670,False,Maximum Swap,https://leetcode.com/problems/maximum-swap,95616,211079,2,False
669,False,Trim a Binary Search Tree,https://leetcode.com/problems/trim-a-binary-search-tree,155522,241673,2,False
668,False,Kth Smallest Number in Multiplication Table,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table,25941,54180,3,False
667,False,Beautiful Arrangement II,https://leetcode.com/problems/beautiful-arrangement-ii,27199,49224,2,False
666,False,Path Sum IV,https://leetcode.com/problems/path-sum-iv,15340,27046,2,True
665,False,Non-decreasing Array,https://leetcode.com/problems/non-decreasing-array,125669,633216,2,False
664,False,Strange Printer,https://leetcode.com/problems/strange-printer,17733,42690,3,False
663,False,Equal Tree Partition,https://leetcode.com/problems/equal-tree-partition,20503,51531,2,True
662,False,Maximum Width of Binary Tree,https://leetcode.com/problems/maximum-width-of-binary-tree,108832,273932,2,False
661,False,Image Smoother,https://leetcode.com/problems/image-smoother,54328,103765,1,False
660,False,Remove 9,https://leetcode.com/problems/remove-9,7518,13847,3,True
659,False,Split Array into Consecutive Subsequences,https://leetcode.com/problems/split-array-into-consecutive-subsequences,56879,127866,2,False
658,False,Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements,146761,347725,2,False
657,False,Robot Return to Origin,https://leetcode.com/problems/robot-return-to-origin,278389,376134,1,False
656,False,Coin Path,https://leetcode.com/problems/coin-path,10559,35515,3,True
655,False,Print Binary Tree,https://leetcode.com/problems/print-binary-tree,38657,68663,2,False
654,False,Maximum Binary Tree,https://leetcode.com/problems/maximum-binary-tree,160510,197472,2,False
653,False,Two Sum IV - Input is a BST,https://leetcode.com/problems/two-sum-iv-input-is-a-bst,187079,331903,1,False
652,False,Find Duplicate Subtrees,https://leetcode.com/problems/find-duplicate-subtrees,89586,169338,2,False
651,False,4 Keys Keyboard,https://leetcode.com/problems/4-keys-keyboard,18321,34428,2,True
650,False,2 Keys Keyboard,https://leetcode.com/problems/2-keys-keyboard,74487,148142,2,False
649,False,Dota2 Senate,https://leetcode.com/problems/dota2-senate,14999,38076,2,False
648,False,Replace Words,https://leetcode.com/problems/replace-words,69427,117800,2,False
647,False,Palindromic Substrings,https://leetcode.com/problems/palindromic-substrings,273579,436294,2,False
646,False,Maximum Length of Pair Chain,https://leetcode.com/problems/maximum-length-of-pair-chain,74412,140191,2,False
645,False,Set Mismatch,https://leetcode.com/problems/set-mismatch,126975,308231,1,False
644,True,Maximum Average Subarray II,https://leetcode.com/problems/maximum-average-subarray-ii,15433,45160,3,True
643,False,Maximum Average Subarray I,https://leetcode.com/problems/maximum-average-subarray-i,97578,232325,1,False
642,False,Design Search Autocomplete System,https://leetcode.com/problems/design-search-autocomplete-system,79412,170936,3,True
640,False,Solve the Equation,https://leetcode.com/problems/solve-the-equation,28007,65469,2,False
639,False,Decode Ways II,https://leetcode.com/problems/decode-ways-ii,38412,138719,3,False
638,False,Shopping Offers,https://leetcode.com/problems/shopping-offers,36568,68848,2,False
637,False,Average of Levels in Binary Tree,https://leetcode.com/problems/average-of-levels-in-binary-tree,189829,287246,1,False
636,False,Exclusive Time of Functions,https://leetcode.com/problems/exclusive-time-of-functions,105624,192272,2,False
635,False,Design Log Storage System,https://leetcode.com/problems/design-log-storage-system,22021,36654,2,True
634,False,Find the Derangement of An Array,https://leetcode.com/problems/find-the-derangement-of-an-array,7352,18109,2,True
633,False,Sum of Square Numbers,https://leetcode.com/problems/sum-of-square-numbers,82215,251969,2,False
632,False,Smallest Range Covering Elements from K Lists,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,46140,84738,3,False
631,False,Design Excel Sum Formula,https://leetcode.com/problems/design-excel-sum-formula,4733,14704,3,True
630,False,Course Schedule III,https://leetcode.com/problems/course-schedule-iii,27834,82299,3,False
629,False,K Inverse Pairs Array,https://leetcode.com/problems/k-inverse-pairs-array,12776,40246,3,False
628,False,Maximum Product of Three Numbers,https://leetcode.com/problems/maximum-product-of-three-numbers,148538,317291,1,False
625,False,Minimum Factorization,https://leetcode.com/problems/minimum-factorization,9250,28078,2,True
624,False,Maximum Distance in Arrays,https://leetcode.com/problems/maximum-distance-in-arrays,30455,76900,2,True
623,False,Add One Row to Tree,https://leetcode.com/problems/add-one-row-to-tree,68654,129513,2,False
621,False,Task Scheduler,https://leetcode.com/problems/task-scheduler,254943,488393,2,False
617,False,Merge Two Binary Trees,https://leetcode.com/problems/merge-two-binary-trees,378606,501456,1,False
616,False,Add Bold Tag in String,https://leetcode.com/problems/add-bold-tag-in-string,48453,107994,2,True
611,False,Valid Triangle Number,https://leetcode.com/problems/valid-triangle-number,81209,164241,2,False
609,False,Find Duplicate File in System,https://leetcode.com/problems/find-duplicate-file-in-system,67144,109756,2,False
606,False,Construct String from Binary Tree,https://leetcode.com/problems/construct-string-from-binary-tree,100674,180678,1,False
605,False,Can Place Flowers,https://leetcode.com/problems/can-place-flowers,163372,514961,1,False
604,False,Design Compressed String Iterator,https://leetcode.com/problems/design-compressed-string-iterator,21592,56457,1,True
600,False,Non-negative Integers without Consecutive Ones,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones,14513,41817,3,False
599,False,Minimum Index Sum of Two Lists,https://leetcode.com/problems/minimum-index-sum-of-two-lists,111157,214413,1,False
598,False,Range Addition II,https://leetcode.com/problems/range-addition-ii,46269,92083,1,False
594,False,Longest Harmonious Subsequence,https://leetcode.com/problems/longest-harmonious-subsequence,95383,186050,1,False
593,False,Valid Square,https://leetcode.com/problems/valid-square,59661,137809,2,False
592,False,Fraction Addition and Subtraction,https://leetcode.com/problems/fraction-addition-and-subtraction,22196,44138,2,False
591,False,Tag Validator,https://leetcode.com/problems/tag-validator,8731,25083,3,False
588,False,Design In-Memory File System,https://leetcode.com/problems/design-in-memory-file-system,31090,66568,3,True
587,False,Erect the Fence,https://leetcode.com/problems/erect-the-fence,10832,29619,3,False
583,False,Delete Operation for Two Strings,https://leetcode.com/problems/delete-operation-for-two-strings,62889,124961,2,False
582,True,Kill Process,https://leetcode.com/problems/kill-process,47883,74952,2,True
581,False,Shortest Unsorted Continuous Subarray,https://leetcode.com/problems/shortest-unsorted-continuous-subarray,175093,532048,2,False
576,False,Out of Boundary Paths,https://leetcode.com/problems/out-of-boundary-paths,35778,99205,2,False
575,False,Distribute Candies,https://leetcode.com/problems/distribute-candies,162861,252835,1,False
573,False,Squirrel Simulation,https://leetcode.com/problems/squirrel-simulation,15693,28979,2,True
572,False,Subtree of Another Tree,https://leetcode.com/problems/subtree-of-another-tree,301586,676669,1,False
568,False,Maximum Vacation Days,https://leetcode.com/problems/maximum-vacation-days,27549,66059,3,True
567,False,Permutation in String,https://leetcode.com/problems/permutation-in-string,182193,408976,2,False
566,False,Reshape the Matrix,https://leetcode.com/problems/reshape-the-matrix,114932,188052,1,False
565,False,Array Nesting,https://leetcode.com/problems/array-nesting,62794,112225,2,False
564,False,Find the Closest Palindrome,https://leetcode.com/problems/find-the-closest-palindrome,25224,124119,3,False
563,False,Binary Tree Tilt,https://leetcode.com/problems/binary-tree-tilt,114399,214933,1,False
562,False,Longest Line of Consecutive One in Matrix,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix,35978,77925,2,True
561,False,Array Partition I,https://leetcode.com/problems/array-partition-i,258563,351957,1,False
560,False,Subarray Sum Equals K,https://leetcode.com/problems/subarray-sum-equals-k,460216,1053051,2,False
557,False,Reverse Words in a String III,https://leetcode.com/problems/reverse-words-in-a-string-iii,252805,349489,1,False
556,False,Next Greater Element III,https://leetcode.com/problems/next-greater-element-iii,66580,198921,2,False
555,False,Split Concatenated Strings,https://leetcode.com/problems/split-concatenated-strings,5436,12682,2,True
554,False,Brick Wall,https://leetcode.com/problems/brick-wall,68385,134690,2,False
553,False,Optimal Division,https://leetcode.com/problems/optimal-division,27512,47834,2,False
552,False,Student Attendance Record II,https://leetcode.com/problems/student-attendance-record-ii,29765,78944,3,False
551,False,Student Attendance Record I,https://leetcode.com/problems/student-attendance-record-i,106788,231716,1,False
550,,Shortest Path to Get Food,https://leetcode.com/problems/shortest-path-to-get-food,2306,4079,2,True
549,False,Binary Tree Longest Consecutive Sequence II,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii,31233,66125,2,True
548,False,Split Array with Equal Sum,https://leetcode.com/problems/split-array-with-equal-sum,16687,34574,2,True
547,False,Number of Provinces,https://leetcode.com/problems/number-of-provinces,256352,422452,2,False
546,False,Remove Boxes,https://leetcode.com/problems/remove-boxes,18720,42433,3,False
545,False,Boundary of Binary Tree,https://leetcode.com/problems/boundary-of-binary-tree,69442,172428,2,True
544,False,Output Contest Matches,https://leetcode.com/problems/output-contest-matches,22656,29861,2,True
543,False,Diameter of Binary Tree,https://leetcode.com/problems/diameter-of-binary-tree,456901,924447,1,False
542,False,01 Matrix,https://leetcode.com/problems/01-matrix,120761,294158,2,False
541,False,Reverse String II,https://leetcode.com/problems/reverse-string-ii,111699,225650,1,False
540,False,Single Element in a Sorted Array,https://leetcode.com/problems/single-element-in-a-sorted-array,185846,320804,2,False
539,,Minimum Time Difference,https://leetcode.com/problems/minimum-time-difference,60516,115521,2,False
538,False,Convert BST to Greater Tree,https://leetcode.com/problems/convert-bst-to-greater-tree,163635,273857,2,False
537,False,Complex Number Multiplication,https://leetcode.com/problems/complex-number-multiplication,54135,79160,2,False
536,False,Construct Binary Tree from String,https://leetcode.com/problems/construct-binary-tree-from-string,43472,83425,2,True
535,False,Encode and Decode TinyURL,https://leetcode.com/problems/encode-and-decode-tinyurl,142012,172523,2,False
533,,Lonely Pixel II,https://leetcode.com/problems/lonely-pixel-ii,11129,23087,2,True
532,False,K-diff Pairs in an Array,https://leetcode.com/problems/k-diff-pairs-in-an-array,162874,458991,2,False
531,,Lonely Pixel I,https://leetcode.com/problems/lonely-pixel-i,24254,40659,2,True
530,,Minimum Absolute Difference in BST,https://leetcode.com/problems/minimum-absolute-difference-in-bst,110155,200249,1,False
529,,Minesweeper,https://leetcode.com/problems/minesweeper,81518,132707,2,False
528,False,Swapping Nodes in a Linked List,https://leetcode.com/problems/swapping-nodes-in-a-linked-list,43933,64986,2,False
527,False,Word Abbreviation,https://leetcode.com/problems/word-abbreviation,19038,33772,3,True
526,False,Beautiful Arrangement,https://leetcode.com/problems/beautiful-arrangement,88607,142864,2,False
525,False,Contiguous Array,https://leetcode.com/problems/contiguous-array,184708,423840,2,False
524,False,Longest Word in Dictionary through Deleting,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting,103310,206269,2,False
523,False,Continuous Subarray Sum,https://leetcode.com/problems/continuous-subarray-sum,183715,741343,2,False
522,False,Longest Uncommon Subsequence II,https://leetcode.com/problems/longest-uncommon-subsequence-ii,24573,71705,2,False
521,False,Longest Uncommon Subsequence I,https://leetcode.com/problems/longest-uncommon-subsequence-i,69865,118336,1,False
520,False,Detect Capital,https://leetcode.com/problems/detect-capital,189614,350388,1,False
518,False,Coin Change 2,https://leetcode.com/problems/coin-change-2,184926,355388,2,False
517,False,Super Washing Machines,https://leetcode.com/problems/super-washing-machines,18777,48593,3,False
516,,Longest Palindromic Subsequence,https://leetcode.com/problems/longest-palindromic-subsequence,163435,293093,2,False
515,,Find Largest Value in Each Tree Row,https://leetcode.com/problems/find-largest-value-in-each-tree-row,131852,211420,2,False
514,,Freedom Trail,https://leetcode.com/problems/freedom-trail,22335,49673,3,False
513,,Find Bottom Left Tree Value,https://leetcode.com/problems/find-bottom-left-tree-value,127895,203644,2,False
511,False,All Paths from Source Lead to Destination,https://leetcode.com/problems/all-paths-from-source-lead-to-destination,14166,32908,2,True
509,False,Inorder Successor in BST II,https://leetcode.com/problems/inorder-successor-in-bst-ii,31252,51783,2,True
508,,Most Frequent Subtree Sum,https://leetcode.com/problems/most-frequent-subtree-sum,83284,140668,2,False
